Parameter,Total Annual,Elec Annual,Gas Annual,Elec Jan,Elec Feb,Elec Mar,Elec Apr,Elec May,Elec Jun,Elec Jul,Elec Aug,Elec Sep,Elec Oct,Elec Nov,Elec Dec,Gas Jan,Gas Feb,Gas Mar,Gas Apr,Gas May,Gas Jun,Gas Jul,Gas Aug,Gas Sep,Gas Oct,Gas Nov,Gas Dec
air_leakage,0.04774136754565133,0.06347225662620751,9.395229102653124e-06,0.17242714151412933,0.14858825919154983,0.1018580614619907,0.021921683019534958,0.023952846751943774,0.023182040019521673,0.014084507042253388,0.009061698978302432,0.023033570203381582,0.0008674155354121899,0.12603990281970123,0.16944690919846203,0.0,0.0,0.0,0.0,0.00011135857461014371,0.00012301636117609933,0.0,0.0,0.0,0.0,0.0,0.00010313531353125934
cooling_coil_cop,0.0391873169327067,0.05233461624538601,0.0,6.364967220431116e-05,0.0012985029025358043,0.003913810158702837,0.029646724658263835,0.06385128308749236,0.10287200275345139,0.13306699446834674,0.1447303559104802,0.0924737004950495,0.030292672505874828,0.005536557563914612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooling_setpoint,0.0046783456326992,0.006299279107770083,0.0,0.001841445217004924,7.635044855881585e-05,0.0038694698826261045,0.008872275265717884,0.011353638610750378,0.012365766352098894,0.01205310784750037,0.011910759265923002,0.012336601307189584,0.010101010101010032,0.0001631454441635552,0.0021011963262954707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooling_setpoint_residence,0.20918216927023975,0.26906515839781403,1.879045820530625e-05,0.069075868731697,0.12321521175453755,0.25371582995530606,0.3273462839605204,0.35983385793555506,0.37611521794544983,0.37291764429845137,0.36730615507593917,0.3659402899107228,0.32952856949885184,0.18899755501222498,0.07651908202565497,0.0,0.0,0.0,0.0,0.0,0.00012301636117609933,0.0,0.0,0.0,0.0,0.0,0.00010313531353125934
cooling_setpoint_setup,5.568103963775197e-05,7.50087238407135e-05,0.0,0.007656047328292446,0.0017178195144296406,0.0007755946225439797,0.00018093816438228636,0.0015584196782072958,0.0026594656519782567,0.0033194092197522986,0.0033293525856763983,0.0027119201216254944,0.0009584386163631562,0.001061181176278482,0.0007472064667324229,0.0,0.0,0.0,0.0,0.0,0.00012301636117609933,0.0,0.0,0.0,0.0,0.0,0.0
dhw_residence,0.7306639925979315,0.018533752564648658,0.9790741413744377,0.1147607971333375,0.0887829246139873,0.028127947860389343,0.022827818085294625,0.03829891039193371,0.037591904498379285,0.03513903936439134,0.03436426116838492,0.036860502065459176,0.027757735240439795,0.06675848659159045,0.11220723441379774,0.9791688341714352,0.9791869630679302,0.9791598751921017,0.9791278043861861,0.9790736716076053,0.9789976408308878,0.9789553789641597,0.9789332738228075,0.9789689856245597,0.9790142604208129,0.9790938459908909,0.9791232487260724
equipment_density_elevator,0.03044904605686046,0.04078632696661454,0.0,0.03306973400431339,0.03594587503279745,0.04533983849259758,0.046739274218439944,0.04536116361245785,0.04268926373011434,0.04035170929256815,0.039142755933404216,0.04286574352799521,0.04650668931832656,0.041496924674494715,0.035076020272072676,0.0,0.0,0.0,0.0,0.00011135857461014371,0.00012300123001218825,0.00012512512512518915,0.0,0.0,0.0,0.0,0.0
equipment_density_office,0.004840107472112093,0.006513737325826621,0.0,0.00593387066065877,0.0021379757950597575,0.007681414410161748,0.012221423436376702,0.013798871001463564,0.013567859609213044,0.012449977767896895,0.012546284646079767,0.013098298445342065,0.012936442694587501,0.0009793120332965302,0.0066395663956638875,0.0,0.0,0.0,0.0,0.0,0.0,0.00012512512512518915,0.0,0.0,0.0,0.0,0.0
equipment_density_residence,0.3929778722402471,0.47718341842075596,1.879045820530625e-05,0.21717467015786665,0.3117397611873675,0.4906289986702461,0.5634320938556373,0.5819487370157785,0.5689579329984025,0.5502402701415646,0.5410139228398342,0.5679414157851912,0.5725011956001913,0.4188283755246761,0.26205137453945837,0.0,0.0,9.971083856820337e-05,0.0,0.00011135857461014371,0.0,0.0,0.0,0.0,0.0,0.0,0.00010313531353125934
ext_light_w,0.030141690682036554,0.04049179904763126,0.0,0.042895357985837906,0.04245104710062757,0.04722967505642862,0.04037239280279287,0.034024965557550226,0.028065472564071308,0.02846882866873981,0.031407035175879394,0.041095890410958846,0.051025233202940314,0.05151356362610343,0.047962677049070354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
